permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
17EXC-6714,REVERE AVE,RANKIN ST,SELBY ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,10984000
17EXC-6714,INGALLS ST,EGBERT AVE,FITZGERALD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7238000
17EXC-6714,FITZGERALD AVE,INGALLS ST,JENNINGS ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,5600000
17EXC-6714,JERROLD AVE,NAPOLEON ST,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,20807000
17EXC-6714,CHARTER OAK AVE,AUGUSTA ST,SILVER AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,3906000
17EXC-6714,NAPOLEON ST,EVANS AVE \ TOLAND ST,JERROLD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,9504000
17EXC-6714,SELBY ST,REVERE AVE,SHAFTER AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,11751000
17EXC-6714,LYNDHURST DR,STRATFORD DR,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,23030000
17EXC-6714,JERROLD AVE,NAPOLEON ST,BARNEVELD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7503000
17EXC-6714,JENNINGS ST,EGBERT AVE,FITZGERALD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7486000
17EXC-6714,AUGUSTA ST,WATERVILLE ST,ELMIRA ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,2548000
17EXC-6714,JENNINGS ST,FITZGERALD AVE,GILMAN AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7487000
17EXC-6714,INGALLS ST,FITZGERALD AVE,GILMAN AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7239000
17EXC-6714,HOLLOWAY AVE,JUNIPERO SERRA BLVD,STRATFORD DR,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,6993101
17EXC-6714,JERROLD AVE,UPTON ST,NAPOLEON ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,7502000
17EXC-6714,FITZGERALD AVE,HAWES ST,INGALLS ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,5599000
17EXC-6714,STRATFORD DR,WYTON LN,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,23024000
17EXC-6714,FITZGERALD AVE,CAMERON WAY,HAWES ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,5598000
17EXC-6714,STRATFORD DR,WYTON LN,HOLLOWAY AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,12242000
17EXC-6714,CHARTER OAK AVE,END,AUGUSTA ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,3905000
17EXC-2772,POPE ST,MISSION ST,HOLLYWOOD CT,Bay Area Lightworks,Place Conduit,Bulb Out:Electric:Curb Ramp:Sewer,11/01/2017 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,10592000
18EXC-0083,VAN NESS AVE,CHESTNUT ST,FRANCISCO ST,"Precision Engineering, Inc.",Pavement Preservation,Pavement Preservation:Catch Basin:Street / Roadway:Sewer,01/15/2018 12:00:00 AM,07/13/2018 12:00:00 AM,APPROVED,13171101
18EXC-1542,03RD ST,MISSION BAY BLVD,MISSION BAY BLVD,"Balfour Beatty Infrastructure, Inc.",Other,Tracks:Handrails:Catch Basin:Other:Water Service:Electric:Street Gratings:Street Light:Street / Roadway:Data:Sidewalk/Curb:Muni Tracks:AWSS:Curb Ramp:Traffic Signal:Sewer,04/09/2018 12:00:00 AM,04/08/2019 12:00:00 AM,APPROVED,185103
17EXC-6714,CHARTER OAK AVE,SILVER AVE,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,20765000
17EXC-6714,UPTON ST,JERROLD AVE,MCKINNON AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,13019000
17EXC-6714,LYNDHURST DR,JUNIPERO SERRA BLVD,STRATFORD DR,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,8552000
18EXC-2228,VALENCIA ST,DUBOCE AVE,CLINTON PARK,Bay Area Lightworks,Install New Curb Ramp,Curb Ramp:Sewer,06/05/2018 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,13054000
18EXC-1313,FILLMORE ST,OFARRELL ST,,Bay Area Lightworks,Place Conduit,Electric:Sidewalk/Curb:Curb Ramp:Traffic Signal,04/23/2018 12:00:00 AM,10/05/2018 12:00:00 AM,APPROVED,26589000
17EXC-6714,FLORA ST,THORNTON AVE,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,20529000
17EXC-6714,HOLLOWAY AVE,STRATFORD DR,DENSLOWE DR,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,6994201
17EXC-6714,JERROLD AVE,UPTON ST,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,20808000
17EXC-6714,REVERE AVE,SELBY ST,INDUSTRIAL ST,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,10985000
17EXC-6714,TOLAND ST,JERROLD AVE,KIRKWOOD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,12625000
17EXC-1306,PIERCE ST,LOMBARD ST,CHESTNUT ST,"Bauman Landscape Construction, Inc.",Replace Service,Street / Roadway:Sidewalk/Curb:Curb Ramp:Traffic Signal:Sewer,03/31/2017 12:00:00 AM,09/27/2018 12:00:00 AM,APPROVED,10445000
17EXC-6714,HAWES ST,EGBERT AVE,FITZGERALD AVE,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,6801000
18EXC-2458,CESAR CHAVEZ ST,END,GUERRERO ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/01/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,2490102
17EXC-6714,INDUSTRIAL ST,REVERE AVE,,"D'Arcy and Harty Construction,Inc.",Install New Main,Pavement Preservation:Street / Roadway:Sidewalk/Curb:Curb Ramp:Sewer,02/06/2018 12:00:00 AM,09/09/2018 12:00:00 AM,APPROVED,20753000
16EXC-6365,SARGENT ST,HEAD ST,VICTORIA ST,Empire Engineering & Construction Co.,Replace Curb Ramp,Sidewalk/Curb:Curb Ramp,04/07/2017 12:00:00 AM,07/24/2018 12:00:00 AM,APPROVED,11648000
17EXC-1100,OVERLOOK DR,TRANSVERSE DR,MIDDLE WEST DR,"JMB Construction, Inc.",Install New Main,Water Service:Street / Roadway:Curb Ramp:Sewer,03/31/2017 12:00:00 AM,08/19/2018 12:00:00 AM,APPROVED,10063000
17EXC-1449,PACIFIC AVE,POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,10147000
18EXC-0042,PIZARRO WAY,NORTHWOOD DR,FAXON AVE,R & S Construction Management Inc,Install New Curb Ramp,Street / Roadway:Sidewalk/Curb:Curb Ramp,05/21/2018 12:00:00 AM,11/23/2018 12:00:00 AM,APPROVED,10507000
18EXC-2458,CESAR CHAVEZ ST,VALENCIA ST,END,Pacific Gas & Electric,Replace/Repair Box,Electric,06/01/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,2490101
18EXC-0489,PALOU AVE,JENNINGS ST,KEITH ST,M Squared Construction,Replace Main,Bulb Out:Pavement Preservation:Catch Basin:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,03/19/2018 12:00:00 AM,04/22/2019 12:00:00 AM,APPROVED,10220000
16EXC-4574,PACIFIC AVE,POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,10147000
17EXC-5669,22ND ST,MICHIGAN ST,ILLINOIS ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,1157000
18EXC-1297,08TH ST,STEVENSON ST,,R & S Construction Management Inc,Install New Curb Ramp,Bulb Out:Landscaping:Sidewalk/Curb:Curb Ramp,04/01/2018 12:00:00 AM,06/30/2018 12:00:00 AM,APPROVED,24327000
18EXC-1604,07TH AVE,LAWTON ST \ WARREN DR,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Sewer,04/16/2018 12:00:00 AM,08/31/2018 12:00:00 AM,APPROVED,27104000
17EXC-3158,TERRY A FRANCOIS BLVD,SOUTH ST,16TH ST,Pacific Gas & Electric,Install New Main,Other:Gas:Electric,06/01/2018 12:00:00 AM,10/19/2018 12:00:00 AM,APPROVED,12532005
17EXC-1397,PLYMOUTH AVE,BROAD ST,FARALLONES ST,"Precision Engineering, Inc.",Reconstruct Pavement,Street / Roadway:Curb Ramp:Sewer,04/08/2017 12:00:00 AM,08/30/2018 12:00:00 AM,APPROVED,10514000
17EXC-5614,ROSSMOOR DR,ELMHURST DR,19TH AVE,Proven Management Inc.,Replace Muni Tracks,Street / Roadway:Sidewalk/Curb:Muni Tracks:Curb Ramp:Traffic Signal,06/01/2018 12:00:00 AM,08/03/2018 12:00:00 AM,APPROVED,11171000
17EXC-6578,SHRADER ST,HAYES ST,FELL ST,M Squared Construction,Replace Main,Water Service:Sidewalk/Curb:Curb Ramp,01/15/2018 12:00:00 AM,10/29/2018 12:00:00 AM,APPROVED,11853000
18EXC-2408,BUSH ST,COTTAGE ROW,FILLMORE ST,SBC - Pacific Bell Engineering,Place Conduit,Telephone,05/28/2018 12:00:00 AM,06/25/2018 12:00:00 AM,ACTIVE,3452000
16EXC-4574,ALICE B TOKLAS PL,MYRTLE ST \ POLK ST,,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,25181000
16EXC-6365,HEAD ST,SARGENT ST,,Empire Engineering & Construction Co.,Replace Curb Ramp,Sidewalk/Curb:Curb Ramp,04/07/2017 12:00:00 AM,07/24/2018 12:00:00 AM,APPROVED,22690000
18EXC-2453,JACKSON ST,SCOTT ST,DIVISADERO ST,"Phase 3 Communications, Inc.",Place Conduit,Electric:Data,06/01/2018 12:00:00 AM,06/14/2018 12:00:00 AM,APPROVED,7407000
18EXC-2453,DIVISADERO ST,WASHINGTON ST,JACKSON ST,"Phase 3 Communications, Inc.",Place Conduit,Electric:Data,06/01/2018 12:00:00 AM,06/14/2018 12:00:00 AM,APPROVED,4820000
18EXC-2474,COMMERCIAL ST,KEARNY ST,,Pacific Gas & Electric,Install service,Electric:Street Light,06/04/2018 12:00:00 AM,06/16/2018 12:00:00 AM,APPROVED,24750000
18EXC-2257,VALENCIA ST,MARKET ST,MCCOPPIN ST,Bureau of Street & Sewer Repair,Install New Curb Ramp,Curb Ramp,05/29/2018 12:00:00 AM,06/26/2018 12:00:00 AM,APPROVED,13052201
18EXC-2583,NOE ST,ELIZABETH ST,24TH ST,J. Flores Construction Co.,Replace Main,Sewer,05/29/2018 12:00:00 AM,06/11/2018 12:00:00 AM,APPROVED,9627000
18EXC-2317,BAKER ST,GREEN ST,UNION ST,San Francisco Water Department,Install New Service,Water Service,05/18/2018 12:00:00 AM,07/01/2018 12:00:00 AM,ACTIVE,2630000
14EXC-0431,04TH ST,STILLMAN ST,BRYANT ST \ I-80 E OFF RAMP,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,261000
18EXC-2474,KEARNY ST,COMMERCIAL ST,CLAY ST,Pacific Gas & Electric,Install service,Electric:Street Light,06/04/2018 12:00:00 AM,06/16/2018 12:00:00 AM,APPROVED,7757000
18EXC-2453,DIVISADERO ST,JACKSON ST,,"Phase 3 Communications, Inc.",Place Conduit,Electric:Data,06/01/2018 12:00:00 AM,06/14/2018 12:00:00 AM,APPROVED,26855000
18EXC-2257,MCCOPPIN ST,END,,Bureau of Street & Sewer Repair,Install New Curb Ramp,Curb Ramp,05/29/2018 12:00:00 AM,06/26/2018 12:00:00 AM,APPROVED,54089000
18EXC-2583,NOE ST,23RD ST,ELIZABETH ST,J. Flores Construction Co.,Replace Main,Sewer,05/29/2018 12:00:00 AM,06/11/2018 12:00:00 AM,APPROVED,9626000
18EXC-2474,KEARNY ST,SACRAMENTO ST,COMMERCIAL ST,Pacific Gas & Electric,Install service,Electric:Street Light,06/04/2018 12:00:00 AM,06/16/2018 12:00:00 AM,APPROVED,7756000
18EXC-2257,VALENCIA ST,MCCOPPIN ST,DUBOCE AVE,Bureau of Street & Sewer Repair,Install New Curb Ramp,Curb Ramp,05/29/2018 12:00:00 AM,06/26/2018 12:00:00 AM,APPROVED,13053000
18EXC-2453,JACKSON ST,DIVISADERO ST,BRODERICK ST,"Phase 3 Communications, Inc.",Place Conduit,Electric:Data,06/01/2018 12:00:00 AM,06/14/2018 12:00:00 AM,APPROVED,7408000
18EXC-2436,NATOMA ST,14TH ST,15TH ST,San Francisco Water Department,Install New Service,Air Raid Siren,05/24/2018 12:00:00 AM,07/07/2018 12:00:00 AM,ACTIVE,9519000
14EXC-0431,BRANNAN ST,ZOE ST,04TH ST,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,3079000
18EXC-2496,ARKANSAS ST,16TH ST,17TH ST,San Francisco Water Department,Install New Service,Water Service,06/01/2018 12:00:00 AM,07/15/2018 12:00:00 AM,ACTIVE,2435000
18EXC-2389,ARBOR ST,SWISS AVE,DIAMOND HEIGHTS BLVD,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,2394000
18EXC-2389,DIAMOND HEIGHTS BLVD,ARBOR ST,ELK ST \ SUSSEX ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4784201
18EXC-2648,CLARENDON AVE,OLYMPIA WAY,LAGUNA HONDA BLVD,Pacific Gas & Electric,Spot Paving,Electric,06/05/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4076000
18EXC-2486,TERRA VISTA AVE,FORTUNA AVE,SONORA LN,San Francisco Water Department,Install New Service,Water Service,05/29/2018 12:00:00 AM,07/12/2018 12:00:00 AM,ACTIVE,12523000
18EXC-2389,DIAMOND HEIGHTS BLVD,ARBOR ST,ELK ST \ SUSSEX ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4784101
18EXC-2397,LONDON ST,EXCELSIOR AVE,BRAZIL AVE,San Francisco Water Department,Install New Service,Water Service,05/22/2018 12:00:00 AM,07/05/2018 12:00:00 AM,ACTIVE,8471000
18EXC-2628,MCALLISTER ST,PARKER AVE,STANYAN ST,Pacific Gas & Electric,Spot Paving,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,8909000
18EXC-2631,BEACH ST,LARKIN ST,POLK ST,Pacific Gas & Electric,Repair Conduit,Electric,06/25/2018 12:00:00 AM,07/23/2018 12:00:00 AM,APPROVED,2847000
18EXC-2322,EUCLID AVE,PARKER AVE,COMMONWEALTH AVE,San Francisco Water Department,Install New Service,Water Service,05/18/2018 12:00:00 AM,07/01/2018 12:00:00 AM,ACTIVE,5296000
18EXC-2391,32ND AVE,ANZA ST,BALBOA ST,San Francisco Water Department,Install New Service,Water Service,05/22/2018 12:00:00 AM,07/05/2018 12:00:00 AM,ACTIVE,1704000
18EXC-2487,SENECA AVE,CAYUGA AVE,DELANO AVE,San Francisco Water Department,Install New Service,Water Service,05/29/2018 12:00:00 AM,07/12/2018 12:00:00 AM,ACTIVE,11761000
18EXC-2495,POTRERO AVE,23RD ST,24TH ST,San Francisco Water Department,Install New Service,Water Service,05/29/2018 12:00:00 AM,07/12/2018 12:00:00 AM,ACTIVE,10671000
18EXC-2649,26TH ST,DOLORES ST,CHURCH ST,San Francisco Water Department,Install New Service,Water Service,06/06/2018 12:00:00 AM,07/20/2018 12:00:00 AM,APPROVED,1535000
18EXC-2417,TOWNSEND ST,06TH ST,07TH ST,San Francisco Water Department,Install New Fire Service,Water Service,05/25/2018 12:00:00 AM,07/08/2018 12:00:00 AM,ACTIVE,12665000
18EXC-2622,22ND AVE,BALBOA ST,CABRILLO ST,Pacific Gas & Electric,Spot Paving,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,1137000
18EXC-2642,GOLDEN GATE AVE,HYDE ST,LARKIN ST,Pacific Gas & Electric,Repair Main,Gas,07/09/2018 12:00:00 AM,08/06/2018 12:00:00 AM,APPROVED,6263000
14EXC-0431,04TH ST,BLUXOME ST,,Tutor Perini Corporation,Other,Other,01/22/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,23822000
18EXC-2647,GREEN ST,MASON ST,TAYLOR ST,San Francisco Water Department,Install New Service,Water Service,06/06/2018 12:00:00 AM,07/20/2018 12:00:00 AM,ACTIVE,6458000
18EXC-2389,DIAMOND HEIGHTS BLVD,BERKELEY WAY,ARBOR ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4783101
18EXC-2389,BERKELEY WAY,ONIQUE LN,DIAMOND HEIGHTS BLVD,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,2938000
18EXC-2389,DIAMOND HEIGHTS BLVD,CLIPPER ST,BURNETT AVE \ PORTOLA DR,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,10610000
18EXC-2568,WEBSTER ST,BUSH ST,WILMOT ST,San Francisco Water Department,Install New Service,Water Service,05/31/2018 12:00:00 AM,07/14/2018 12:00:00 AM,ACTIVE,13542000
18EXC-2435,COLLEGE AVE,CRESCENT AVE \ MISSION ST,GENEBERN WAY \ JUSTIN DR,San Francisco Water Department,Install New Service,Water Service,05/24/2018 12:00:00 AM,07/07/2018 12:00:00 AM,ACTIVE,4264101
18EXC-2645,WHEELER AVE,BLANKEN AVE,LATHROP AVE,Pacific Gas & Electric,Repair Leak,Gas,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,13597000
18EXC-2389,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4774201
18EXC-2629,29TH AVE,TARAVAL ST,ULLOA ST,Pacific Gas & Electric,Spot Paving,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,1626000
18EXC-2496,17TH ST,CONNECTICUT ST,ARKANSAS ST,San Francisco Water Department,Install New Service,Water Service,06/01/2018 12:00:00 AM,07/15/2018 12:00:00 AM,ACTIVE,776000
18EXC-2437,EDDY ST,HYDE ST,LARKIN ST,San Francisco Water Department,Install New Service,Water Service,05/24/2018 12:00:00 AM,07/07/2018 12:00:00 AM,ACTIVE,5063000
18EXC-2389,DIAMOND HEIGHTS BLVD,CLIPPER ST,DUNCAN ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4774101
18EXC-2563,SACRAMENTO ST,LAUREL ST,LOCUST ST,San Francisco Water Department,Install New Service,Water Service,05/31/2018 12:00:00 AM,07/14/2018 12:00:00 AM,ACTIVE,11267000
18EXC-2417,HARRIET ST,BRANNAN ST,END,San Francisco Water Department,Install New Fire Service,Water Service,05/25/2018 12:00:00 AM,07/08/2018 12:00:00 AM,ACTIVE,6704000
18EXC-2626,ELLIS ST,END,HYDE ST,Pacific Gas & Electric,Replace Manhole,Electric,05/31/2018 12:00:00 AM,06/28/2018 12:00:00 AM,APPROVED,5176000
18EXC-2389,BERKELEY WAY,DIAMOND HEIGHTS BLVD,,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,22282000
18EXC-2485,25TH AVE,CALIFORNIA ST,CLEMENT ST,San Francisco Water Department,Install New Service,Water Service,05/29/2018 12:00:00 AM,07/12/2018 12:00:00 AM,ACTIVE,1374000
18EXC-2345,SLOAT BLVD,22ND AVE,23RD AVE \ CRESTLAKE DR,San Francisco Water Department,Install New Service,Water Service,05/18/2018 12:00:00 AM,07/01/2018 12:00:00 AM,ACTIVE,11952102
18EXC-2389,DIAMOND HEIGHTS BLVD,BERKELEY WAY,ARBOR ST,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,4783201
18EXC-2623,BLAKE ST,GEARY BLVD,ANZA ST,Pacific Gas & Electric,Repair Leak,Gas,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,2983000
18EXC-2440,HAMPSHIRE ST,18TH ST,19TH ST,San Francisco Water Department,Install New Service,Water Service,05/24/2018 12:00:00 AM,07/07/2018 12:00:00 AM,ACTIVE,6651000
18EXC-2625,BLAKE ST,END,GEARY BLVD,Pacific Gas & Electric,Repair Leak,Gas,06/01/2018 12:00:00 AM,06/29/2018 12:00:00 AM,APPROVED,2982000
18EXC-2626,ELLIS ST,JONES ST,LEAVENWORTH ST,Pacific Gas & Electric,Replace Manhole,Electric,05/31/2018 12:00:00 AM,06/28/2018 12:00:00 AM,APPROVED,5174000
18EXC-2389,ARBOR ST,DIAMOND HEIGHTS BLVD,,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,22279000
18EXC-2632,MARKET ST,08TH ST \ GROVE ST \ HYDE ST,HAYES ST,SBC - Pacific Bell Engineering,Repair Cabinet,Telephone,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,8752201
18EXC-2170,STONEYBROOK AVE,ALEMANY BLVD,CAMBRIDGE ST \ TRUMBULL ST,Pacific Gas & Electric,Corrosion Testing,Gas,07/16/2018 12:00:00 AM,08/31/2018 12:00:00 AM,ACTIVE,12234000
18EXC-2626,ELLIS ST,HYDE ST,LARKIN ST,Pacific Gas & Electric,Replace Manhole,Electric,05/31/2018 12:00:00 AM,06/28/2018 12:00:00 AM,APPROVED,5177000
18EXC-2159,THORNTON AVE,END,SAN BRUNO AVE,Pacific Gas & Electric,Corrosion Testing,Gas,06/04/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,12586000
